freq_thz,n,k
0.03255208333333306,13.19907047661559,15.05140830728678
0.06510416666666612,8.450779050046377,10.9079647386361
0.0976562499999992,6.172975954554559,8.896608069493917
0.1302083333333322,4.766851408072955,7.532710074756769
0.1627604166666653,3.816913111049977,6.474913129433745
0.1953124999999984,3.148573054744315,5.602377057523181
0.2278645833333314,2.668752878313013,4.858447429863963
0.2604166666666645,2.321809238368635,4.210050658413952
0.2929687499999976,2.072958575489393,3.634890853998924
0.3255208333333307,1.900548523431668,3.116912930063268
0.3580729166666637,1.791950735253432,2.644768984790248
0.3906249999999968,1.740992033236876,2.211893507653413
0.4231770833333298,1.745259339130193,1.817748631103226
0.4557291666666629,1.801392597988887,1.468733341331597
0.4882812499999959,1.898966604766243,1.17472701245034
0.5208333333333289,2.019789755237639,0.9403509561675213
0.553385416666662,2.145722234343085,0.7602582861650867
0.5859374999999952,2.265301205704111,0.6233874440530934
0.6184895833333282,2.373665074714567,0.5186662287275937
0.6510416666666613,2.469799119040574,0.4373701031611864
0.6835937499999943,2.554387108718289,0.3732071310354151
0.7161458333333275,2.628691812604269,0.3217510895589585
0.7486979166666604,2.694064932805489,0.279881239604191
0.7812499999999936,2.751758768088821,0.2453682563130437
0.8138020833333266,2.802868836050425,0.2165926188352568
0.8463541666666595,2.848329592552373,0.1923571703295009
0.8789062499999927,2.888929549070031,0.1717620884110264
0.9114583333333257,2.925331689160612,0.1541204893405001
0.9440104166666589,2.958093581690211,0.1389005621705002
0.9765624999999919,2.987685220092271,0.1256852248139905
1.009114583333325,3.01450413124955,0.1141435279848995
1.041666666666658,3.038887892283098,0.1040100640926657
1.074218749999991,3.061124392622861,0.0950699194077307
1.106770833333324,3.081460212731871,0.08714752498516259
1.139322916666657,3.100107461101268,0.08009829036481517
1.17187499999999,3.117249361558593,0.0738022511065759
1.204427083333323,3.133044831819533,0.06815919258598661
1.236979166666656,3.147632248436697,0.06308486903535368
1.26953124999999,3.161132554763251,0.05850804427770639
1.302083333333323,3.173651837110341,0.0543681553691371
1.334635416666655,3.185283469051064,0.05061345305603459
1.367187499999989,3.19610990375667,0.04719951053659085
1.399739583333321,3.206204178350419,0.0440880191282284
1.432291666666655,3.215631181679469,0.04124580921087253
1.464843749999988,3.224448726936504,0.03864404937472448
1.497395833333321,3.232708462651431,0.03625758752482872
1.529947916666654,3.240456649277786,0.03406440581333332
1.562499999999987,3.247734823572518,0.03204516741119127
1.59505208333332,3.254580368941484,0.03018283781284291
1.627604166666653,3.261027006685437,0.02846236696363373
1.660156249999986,3.267105220468203,0.02687042128170871
1.692708333333319,3.272842624211537,0.02539515681273811
1.725260416666653,3.278264281899191,0.02402602645397731
1.757812499999985,3.283392986366842,0.02275361552322019
1.790364583333318,3.288249503002521,0.02156950101020367
1.822916666666651,3.292852783334589,0.02046613069492023
1.855468749999985,3.29722015270224,0.01943671899619566
1.888020833333318,3.301367475555594,0.01847515696084293
1.920572916666651,3.30530930139402,0.01757593424645325
1.953124999999984,3.309058993902257,0.01673407131092055
1.985677083333317,3.312628845468249,0.01594506031584597
2.01822916666665,3.316030178951331,0.01520481349212864
2.050781249999983,3.319273438304004,0.01450961791462476
2.083333333333316,3.322368269426469,0.01385609579689213
2.115885416666649,3.325323592443388,0.01324116955320703
2.148437499999982,3.328147666431221,0.01266203098840566
2.180989583333315,3.330848147487408,0.01211611407080383
2.213541666666648,3.333432140915559,0.01160107082281673
2.246093749999981,3.335906248200676,0.01111474993062604
2.278645833333314,3.338276609362496,0.01065517773050806
2.311197916666647,3.340548941201138,0.01022054127702136
2.343749999999981,3.342728571885582,0.009809173238607643
2.376302083333313,3.344820472280464,0.009419538400476279
2.408854166666647,3.346829284359052,0.009050221583900732
2.44140624999998,3.348759347008969,0.00869991681606286
2.473958333333313,3.350614719501279,0.008367417606007307
2.506510416666646,3.352399202862272,0.008051608200670463
2.539062499999979,3.354116359359989,0.007751455710787902
2.571614583333312,3.355769530293631,0.007466003010149005
2.604166666666645,3.357361852253076,0.007194362323480492
2.636718749999978,3.358896271997368,0.006935709428474475
2.669270833333311,3.360375560084918,0.006689278406359721
2.701822916666644,3.361802323373911,0.006454356883140716
2.734374999999977,3.363179016498905,0.006230281710361161
2.76692708333331,3.364507952418507,0.006016435040124961
2.799479166666643,3.365791312119215,0.005812240754247271
2.832031249999976,3.367031153551846,0.005617161211909724
2.86458333333331,3.368229419869219,0.005430694284144569
2.897135416666643,3.369387947026949,0.00525237064694424
2.929687499999976,3.370508470803078,0.005081751307849569
2.962239583333309,3.371592633286851,0.00491842534356423
2.994791666666642,3.372641988882076,0.004762007828522835
3.027343749999974,3.373658009866183,0.004612137936443871
3.059895833333308,3.374642091542206,0.004468477198762268
3.092447916666641,3.375595557017428,0.004330707905488531
3.124999999999974,3.376519661639343,0.00419853163550871
3.157552083333307,3.377415597116729,0.00407166790464423
3.19010416666664,3.378284495351167,0.003949852920952029
3.222656249999973,3.37912743200203,0.003832838437781012
3.255208333333306,3.379945429805943,0.003720390696025045
3.287760416666639,3.380739461669861,0.003612289447838581
3.320312499999972,3.381510453555254,0.003508327054819864
3.352864583333306,3.382259287169368,0.003408307654328688
3.385416666666638,3.382986802478192,0.003312046388198958
3.417968749999972,3.383693800054494,0.003219368688639244
3.450520833333305,3.384381043273203,0.003130109616593258
3.483072916666638,3.385049260365365,0.003044113248262927
3.515624999999971,3.385699146341003,0.002961232105884643
3.548177083333304,3.386331364790358,0.002881326629198989
3.580729166666637,3.386946549572224,0.002804264684369745
3.61328124999997,3.387545306397396,0.002729921107392994
3.645833333333303,3.388128214314615,0.00265817727929489
3.678385416666636,3.388695827105815,0.002588920730649719
3.710937499999969,3.389248674596931,0.002522044773161269
3.743489583333302,3.389787263890089,0.002457448156241823
3.776041666666635,3.390312080522478,0.002395034746696998
3.808593749999969,3.390823589556899,0.002334713229782378
3.841145833333302,3.391322236608503,0.002276396830041325
3.873697916666634,3.391808448812001,0.002220003050463838
3.906249999999968,3.39228263573321,0.00216545342862516
3.938802083333301,3.392745190228611,0.002112673308570996
3.971354166666633,3.393196489256239,0.002061591627315007
4.003906249999966,3.393636894641063,0.002012140714904251
4.0364583333333,3.39406675379773,0.001964256107090574
4.069010416666633,3.394486400413367,0.001917876369721096
4.101562499999966,3.394896155092962,0.001872942934029751
4.134114583333299,3.395296325969624,0.001829399942074786
4.166666666666631,3.395687209281907,0.001787194101624803
4.199218749999965,3.396069089920203,0.001746274549848718
4.231770833333298,3.396442241944097,0.001706592725213624
4.264322916666631,3.396806929072415,0.001668102247038888
4.296874999999964,3.397163405147613,0.001630758802195816
4.329427083333298,3.397511914576029,0.001594520038479724
4.361979166666631,3.397852692745417,0.001559345464215786
4.394531249999964,3.398185966421094,0.001525196353691885
4.427083333333296,3.398511954121944,0.001492035658040918
4.45963541666663,3.398830866477442,0.001459827921221979
4.492187499999963,3.399142906566777,0.001428539200774777
4.524739583333297,3.399448270241102,0.001398136993044502
4.557291666666629,3.39974714642986,0.001368590162595609
4.589843749999963,3.400039717432075,0.001339868875552477
4.622395833333295,3.400326159193449,0.001311944536623073
4.654947916666628,3.400606641570051,0.001284789729578335
4.687499999999962,3.400881328579328,0.001258378160975583
4.720052083333294,3.401150378639136,0.001232684606928491
4.752604166666627,3.401413944795438,0.001207684862739435
4.78515624999996,3.401672174939277,0.00118335569522233
4.817708333333293,3.401925212013599,0.001159674797555454
