freq_thz,n,k
0.03255208333333306,9.336879984850238,9.312160629840628
0.06510416666666612,6.575578051883629,6.529831881577802
0.0976562499999992,5.335095369788965,5.257401732335602
0.1302083333333322,4.585650617232998,4.461736700834599
0.1627604166666653,4.070471643559396,3.884267197908218
0.1953124999999984,3.691788824978789,3.426357573322942
0.2278645833333314,3.403648556264156,3.041908188756724
0.2604166666666645,3.181434466685238,2.706792236650271
0.2929687499999976,3.010642034693946,2.407624064087518
0.3255208333333307,2.881960570772463,2.136890591486361
0.3580729166666637,2.788801106554911,1.890542774290966
0.3906249999999968,2.725913424983447,1.666615749871032
0.4231770833333298,2.688591187227551,1.464287790195923
0.4557291666666629,2.672289443445255,1.283156927970225
0.4882812499999959,2.67256827266834,1.122708251447003
0.5208333333333289,2.685249199953145,0.9820149698848714
0.553385416666662,2.706634302882068,0.8596801628935008
0.5859374999999952,2.733662820673963,0.7539516287290793
0.6184895833333282,2.763954731183001,0.6629063180170007
0.6510416666666613,2.795758031785485,0.5846214956173826
0.6835937499999943,2.82784394156674,0.51729418639158
0.7161458333333275,2.859389526177962,0.4593056648886721
0.7486979166666604,2.889871108642572,0.4092440189087352
0.7812499999999936,2.918977670428079,0.3659005010180478
0.8138020833333266,2.946545024488076,0.3282521785434565
0.8463541666666595,2.9725078384677,0.2954390920678315
0.8789062499999927,2.996865621531191,0.2667406383922506
0.9114583333333257,3.019659068921359,0.2415535570352724
0.9440104166666589,3.040953848317294,0.2193725068157492
0.9765624999999919,3.060829628327074,0.1997734615078885
1.009114583333325,3.079372753287223,0.1823997803636038
1.041666666666658,3.096671432760626,0.1669506523662497
1.074218749999991,3.112812654075105,0.153171570058252
1.106770833333324,3.127880268457609,0.1408465011192235
1.139322916666657,3.141953871203181,0.1297914616905018
1.17187499999999,3.155108214428085,0.1198492382662547
1.204427083333323,3.167412972695168,0.1108850468466011
1.236979166666656,3.178932738251255,0.1027829555754298
1.26953124999999,3.189727161581128,0.09544292919717562
1.302083333333323,3.199851179880463,0.08877838041734794
1.334635416666655,3.209355294623187,0.08271413517843783
1.367187499999989,3.218285872223149,0.0771847366603403
1.399739583333321,3.226685450638773,0.07213302717737645
1.432291666666655,3.234593040863936,0.06750895869966768
1.464843749999988,3.242044416431574,0.06326859201222375
1.497395833333321,3.24907238691212,0.0593732519868603
1.529947916666654,3.255707053321336,0.05578881244381302
1.562499999999987,3.261976044643107,0.05248508891489639
1.59505208333332,3.267904735518537,0.04943532152296587
1.627604166666653,3.273516445690436,0.04661573335031494
1.660156249999986,3.278832622117828,0.04400515223022276
1.692708333333319,3.283873004855796,0.04158468597937158
1.725260416666653,3.28865577787859,0.03933744278823739
1.757812499999985,3.293197706041585,0.03724828987658555
1.790364583333318,3.29751425935308,0.03530364466145731
1.822916666666651,3.301619725676104,0.03349129362308279
1.855468749999985,3.305527312914304,0.03180023482806108
1.888020833333318,3.309249241662077,0.03022054070944194
1.920572916666651,3.312796829222405,0.0287432382345695
1.953124999999984,3.316180565819753,0.02736020403349947
1.985677083333317,3.319410183761879,0.02606407242947072
2.01822916666665,3.322494720234917,0.02484815462126661
2.050781249999983,3.325442574351123,0.02370636752587842
2.083333333333316,3.328261559008798,0.02263317100726536
2.115885416666649,3.330958948068862,0.0216235124002141
2.148437499999982,3.333541519302524,0.02067277739307725
2.180989583333315,3.336015593518994,0.01977674646424087
2.213541666666648,3.338387070241121,0.01893155617842133
2.246093749999981,3.340661460259764,0.01813366474353299
2.278645833333314,3.342843915364343,0.0173798213095574
2.311197916666647,3.344939255517074,0.01666703855978596
2.343749999999981,3.346951993711429,0.01599256820383809
2.376302083333313,3.348886358731302,0.0153538790325003
2.408854166666647,3.350746316005651,0.01474863723797101
2.44140624999998,3.352535586734053,0.01417468874059824
2.473958333333313,3.354257665441211,0.01363004329556198
2.506510416666646,3.355915836102866,0.013112860180937
2.539062499999979,3.35751318697165,0.01262143529281051
2.571614583333312,3.359052624218847,0.01215418949416189
2.604166666666645,3.36053688449688,0.01170965808249468
2.636718749999978,3.361968546517195,0.01128648125712958
2.669270833333311,3.36335004172924,0.01088339548095152
2.701822916666644,3.364683664178076,0.01049922564353184
2.734374999999977,3.365971579610898,0.01013287794315918
2.76692708333331,3.367215833896136,0.009783333414611559
2.799479166666643,3.368418360812965,0.009449642037664029
2.832031249999976,3.369580989263684,0.00913091736849971
2.86458333333331,3.370705449956661,0.008826331642506298
2.897135416666643,3.371793381603225,0.008535111302505807
2.929687499999976,3.372846336667972,0.008256532911378628
2.962239583333309,3.373865786708457,0.007989919412385083
2.994791666666642,3.374853127337044,0.007734636704331281
3.027343749999974,3.375809682834821,0.007490090502132124
3.059895833333308,3.376736710444877,0.007255723456346952
3.092447916666641,3.377635404369904,0.007031012507948385
3.124999999999974,3.37850689949691,0.00681546645697392
3.157552083333307,3.379352274869929,0.006608623725837326
3.19010416666664,3.38017255692984,0.006410050299973845
3.222656249999973,3.380968722538807,0.006219337830186719
