time_ps,trace
2.654999999999999,-0.000565929426664885
2.685,-0.000566824508806019
2.715,-0.0005658349758415226
2.744999999999999,-0.0005651172821417135
2.774999999999999,-0.000565085542782069
2.804999999999999,-0.0005615547390684312
2.835,-0.0005643919005996837
2.865,-0.0005624881883997876
2.894999999999999,-0.000563113470341689
2.924999999999999,-0.0005629853596663303
2.955,-0.00056064434300929
2.984999999999999,-0.0005603039605796712
3.015,-0.0005606890136902758
3.044999999999999,-0.000560287404246083
3.074999999999999,-0.0005594996979980356
3.105,-0.0005587049214436262
3.134999999999999,-0.0005581679898656332
3.165,-0.0005575704565173649
3.194999999999999,-0.0005567428913078035
3.225,-0.0005560191522474603
3.254999999999999,-0.0005558213097073807
3.284999999999999,-0.0005540715445217517
3.315,-0.0005535461684753492
3.345,-0.0005541851241052142
3.375,-0.0005548080253228967
3.404999999999999,-0.000551544165476092
3.435,-0.000552175895397502
3.464999999999999,-0.0005523086287040243
3.495,-0.000550690578203103
3.524999999999999,-0.0005500476317477917
3.554999999999999,-0.0005483155928091697
3.585,-0.000551232701668481
3.614999999999999,-0.0005470306258011865
3.644999999999999,-0.0005479355864773869
3.674999999999999,-0.0005497846272919197
3.704999999999999,-0.0005478701791726849
3.734999999999999,-0.0005461197778782148
3.764999999999999,-0.0005471348873372025
3.795,-0.0005459299497492345
3.825,-0.00054634296683188
3.854999999999999,-0.00054546941654735
3.885,-0.0005430086776290695
3.915,-0.0005442853924712992
3.944999999999999,-0.0005430265347518453
3.975,-0.0005432415483341995
4.004999999999999,-0.0005424073301143103
4.034999999999999,-0.0005433800611989739
4.065,-0.0005410020887444495
4.095,-0.0005408264450695177
4.124999999999999,-0.0005406400644377323
4.154999999999999,-0.0005389665180125687
4.185,-0.000538113128084402
4.214999999999999,-0.0005395991043762501
4.244999999999999,-0.000538907376619173
4.274999999999999,-0.0005371880004059347
4.304999999999999,-0.000537849321992144
4.335,-0.0005367841785494353
4.364999999999999,-0.0005352674816715562
4.395,-0.0005368356039298349
4.425,-0.0005339647870219862
4.454999999999999,-0.0005349311779292432
4.484999999999999,-0.0005361238037467197
4.515,-0.0005322856856185353
4.544999999999999,-0.0005333795072437411
4.574999999999999,-0.0005342524086282117
4.605,-0.0005328911981115921
4.635,-0.0005316394311268343
4.664999999999999,-0.0005321977050218502
4.694999999999999,-0.0005294196985290185
4.725,-0.0005294036719314917
