case_id,tau1_ps,sigma1_s_per_m,measurement_mode,measurement_angle_deg,measurement_polarization,noise_dynamic_range_db,weighted_data_fit,data_fit,relative_l2,residual_rms,fit_sigma,max_abs_residual,max_abs_parameter_correlation,mean_abs_parameter_correlation,recovery_error,true_epi_thickness_um,true_oxide_thickness_um,true_substrate_thickness_um,true_eps_inf,true_tau1_ps,true_sigma1_s_per_m,true_tau2_ps,true_sigma2_s_per_m,fit_epi_thickness_um,fit_oxide_thickness_um,fit_substrate_thickness_um,fit_eps_inf,fit_tau1_ps,fit_sigma1_s_per_m,fit_tau2_ps,fit_sigma2_s_per_m,fit_plasma_freq1_thz,fit_gamma1_thz,fit_plasma_freq2_thz,fit_gamma2_thz,signed_err_epi_thickness_um,abs_err_epi_thickness_um,signed_err_eps_inf,abs_err_eps_inf,signed_err_oxide_thickness_um,abs_err_oxide_thickness_um,signed_err_sigma1_s_per_m,abs_err_sigma1_s_per_m,signed_err_sigma2_s_per_m,abs_err_sigma2_s_per_m,signed_err_substrate_thickness_um,abs_err_substrate_thickness_um,signed_err_tau1_ps,abs_err_tau1_ps,signed_err_tau2_ps,abs_err_tau2_ps,noise_sigma,noise_seed,clean_peak_abs,noise_rms,observed_snr_db,optimizer_stage,initial_objective_value,final_objective_value,objective_improvement_fraction,stuck_to_initial,initial_tau1_ps,fit_minus_initial_tau1_ps,stuck_to_initial_tau1_ps,initial_sigma1_s_per_m,fit_minus_initial_sigma1_s_per_m,stuck_to_initial_sigma1_s_per_m
0,0.1,0.01,transmission,0.0,s,110.0,6.828208699983006e-11,9.957190972840423e-10,3.155501699071072e-05,1.9709882803804704e-06,3.1711099543679453e-05,7.978901344268818e-06,0.9560388460409547,0.5061681119336484,0.2898715799468678,50.0,10.0,525.0,11.7,0.1,0.01,0.8154753215150046,0.8660254037844386,50.00006825457657,9.999949522414704,525.0,11.7,0.18707200798418472,0.02026262632743982,0.8331005648605411,0.8596528898161865,0.01760310301439971,0.850768347476927,0.05433236579736534,0.19103929321970567,-6.825457656844947e-05,6.825457656844947e-05,0.0,0.0,5.0477585295638505e-05,5.0477585295638505e-05,-0.01026262632743982,0.01026262632743982,0.006372513968252114,0.006372513968252114,0.0,0.0,-0.08707200798418471,0.08707200798418471,-0.0176252433455365,0.0176252433455365,2.0293464180924594e-06,1000.0,0.6417356842676504,1.9457219957836653e-06,90.13068810915136,local,2.2567427341878597e-09,6.828208699983006e-11,0.9697430788341929,False,0.18708286933869706,-1.0861354512337051e-05,True,0.0316227766016838,-0.011360150274243978,False
1,0.11041666666666668,0.01,transmission,0.0,s,110.0,8.21521171091391e-11,1.0533564787544031e-09,3.245545375979826e-05,2.027231118879887e-06,3.260610154338881e-05,6.560475209277383e-06,0.9567379197127077,0.509264180800005,0.23442605095583083,50.0,10.0,525.0,11.7,0.11041666666666668,0.01,0.8154753215150046,0.8660254037844386,49.99992909315682,10.000152169126865,525.0,11.7,0.18708225253855462,0.017367258567706597,0.8251635798085054,0.8607523754130787,0.016296528730852692,0.8507217597195442,0.05462794405852204,0.19287683919451487,7.090684317745399e-05,7.090684317745399e-05,0.0,0.0,-0.00015216912686533135,0.00015216912686533135,-0.007367258567706597,0.007367258567706597,0.0052730283713599,0.0052730283713599,0.0,0.0,-0.07666558587188795,0.07666558587188795,-0.00968825829350084,0.00968825829350084,2.0293483345091087e-06,1001.0,0.6417362902918061,2.019267787689788e-06,89.80843504592482,local,2.0978666959571284e-09,8.21521171091391e-11,0.9608401633585884,False,0.18708286933869706,-6.168001424333713e-07,True,0.0316227766016838,-0.014255518033977201,False
2,0.12083333333333333,0.01,transmission,0.0,s,110.0,7.430387184363898e-11,1.0430544387891236e-09,3.2296353335773424e-05,2.017295007230287e-06,3.244550283777411e-05,6.02518823656804e-06,0.9567716645195307,0.5094149067485604,0.1998520390312796,50.0,10.0,525.0,11.7,0.12083333333333333,0.01,0.8154753215150046,0.8660254037844386,49.99997527675565,10.000067582171658,525.0,11.7,0.18708080710641609,0.016195100187781062,0.8247729025444649,0.8631311735742981,0.01573703710387617,0.8507283326042321,0.05471633197207884,0.1929682008233958,2.4723244351321227e-05,2.4723244351321227e-05,0.0,0.0,-6.75821716580316e-05,6.75821716580316e-05,-0.006195100187781062,0.006195100187781062,0.0028942302101404582,0.0028942302101404582,0.0,0.0,-0.06624747377308275,0.06624747377308275,-0.009297581029460322,0.009297581029460322,2.0293501658633205e-06,1002.0,0.6417368694168574,2.00049921943897e-06,89.88955488935855,local,2.100778899005353e-09,7.430387184363898e-11,0.9646303226489855,False,0.18708286933869706,-2.062232280969356e-06,True,0.0316227766016838,-0.015427676413902736,False
3,0.13125,0.01,transmission,0.0,s,110.0,6.470253915561605e-11,1.0305215272410167e-09,3.2101737137435676e-05,2.005141092467493e-06,3.220983623637092e-05,5.914283500493139e-06,0.9567127263625592,0.5091527835045396,0.1919039239064934,50.0,10.0,525.0,11.7,0.13125,0.01,0.8154753215150046,0.8660254037844386,49.99995668260876,10.000076251240525,525.0,11.7,0.18708023982920985,0.01673084288952266,0.8254457408074861,0.8612495981577059,0.015995238430379758,0.8507309122395386,0.05463437979375668,0.1928109083659493,4.331739123841771e-05,4.331739123841771e-05,0.0,0.0,-7.625124052523802e-05,7.625124052523802e-05,-0.006730842889522659,0.006730842889522659,0.004775805626732743,0.004775805626732743,0.0,0.0,-0.05583023982920984,0.05583023982920984,-0.009970419292481547,0.009970419292481547,2.0293519067183447e-06,1003.0,0.6417374199235526,1.988864949119129e-06,89.94022560963006,local,2.128918825730854e-09,6.470253915561605e-11,0.9696077941659406,False,0.18708286933869706,-2.629509487206416e-06,True,0.0316227766016838,-0.014891933712161139,False
4,0.14166666666666666,0.01,transmission,0.0,s,110.0,8.441610660377126e-11,1.094017635450779e-09,3.3075937408496513e-05,2.065989863938164e-06,3.323810780880104e-05,7.758659925636235e-06,0.9564758449707249,0.5081055855507077,0.19158457277080115,50.0,10.0,525.0,11.7,0.14166666666666666,0.01,0.8154753215150046,0.8660254037844386,49.999874514008745,10.000215345561346,525.0,11.7,0.18707600094569188,0.01748019025506688,0.8281340777130003,0.8625914363699758,0.01634970065095473,0.8507501886257339,0.054588103927433906,0.19218499440503928,0.00012548599125494775,0.00012548599125494775,0.0,0.0,-0.00021534556134561456,0.00021534556134561456,-0.00748019025506688,0.00748019025506688,0.0034339674144627796,0.0034339674144627796,0.0,0.0,-0.045409334279025215,0.045409334279025215,-0.012658756197995724,0.012658756197995724,2.029353555417042e-06,1004.0,0.6417379412878584,2.0310901860404934e-06,89.75775582624011,local,2.083045738081268e-09,8.441610660377126e-11,0.9594746744824103,False,0.18708286933869706,-6.868393005177165e-06,True,0.0316227766016838,-0.014142586346616918,False
5,0.15208333333333335,0.01,transmission,0.0,s,110.0,7.770210957368984e-11,1.058229247057371e-09,3.2530435703466546e-05,2.0319268950346646e-06,3.269393806049159e-05,6.8035120323935855e-06,0.9577787621610733,0.5138553583132943,0.06362103520205177,50.0,10.0,525.0,11.7,0.15208333333333335,0.01,0.8154753215150046,0.8660254037844386,49.999994924428535,10.000003548112911,525.0,11.7,0.18709205784489719,0.010000404511756048,0.8132891043529771,0.8643137687526966,0.012365932582484522,0.8506771742488276,0.055139015224424416,0.19569294884199043,5.075571465340545e-06,5.075571465340545e-06,0.0,0.0,-3.5481129110337406e-06,3.5481129110337406e-06,-4.045117560479844e-07,4.045117560479844e-07,0.001711635031741987,0.001711635031741987,0.0,0.0,-0.03500872451156384,0.03500872451156384,0.002186217162027493,0.002186217162027493,2.0293551128493934e-06,1005.0,0.6417384337912116,2.0317343024980677e-06,89.75500980700917,local,2.3617459947782346e-09,7.770210957368984e-11,0.9670997178589539,False,0.18708286933869706,9.188506200130675e-06,True,0.0316227766016838,-0.02162237208992775,False
6,0.1625,0.01,transmission,0.0,s,110.0,6.515458449419522e-11,1.0402577162901595e-09,3.2253026467141966e-05,2.0146003333285124e-06,3.2393903353887414e-05,7.86402779962437e-06,0.9572589672606813,0.5115653141003506,0.05509916860014146,50.0,10.0,525.0,11.7,0.1625,0.01,0.8154753215150046,0.8660254037844386,49.9999231280101,10.000097234443242,525.0,11.7,0.18708516466238442,0.011175076703034113,0.81922205486347,0.8648625038572623,0.013072280186472954,0.8507085175839986,0.05495642622924933,0.19427570601528762,7.687198989714261e-05,7.687198989714261e-05,0.0,0.0,-9.723444324194475e-05,9.723444324194475e-05,-0.0011750767030341124,0.0011750767030341124,0.0011628999271763307,0.0011628999271763307,0.0,0.0,-0.024585164662384418,0.024585164662384418,-0.0037467333484654253,0.0037467333484654253,2.029356581570921e-06,1006.0,0.6417388982417392,2.0120712078380256e-06,89.83948881414659,local,2.4475523055044095e-09,6.515458449419522e-11,0.9733796967902725,False,0.18708286933869706,2.295323687367956e-06,True,0.0316227766016838,-0.020447699898649686,False
7,0.17291666666666666,0.01,transmission,0.0,s,110.0,7.634631458076819e-11,1.0478135850882441e-09,3.236994879650328e-05,2.0219004514005696e-06,3.252901080871241e-05,5.81570107686339e-06,0.9570351125118969,0.5105784547285519,0.07823115887276103,50.0,10.0,525.0,11.7,0.17291666666666666,0.01,0.8154753215150046,0.8660254037844386,50.000015592292506,9.999953098897286,525.0,11.7,0.1870851707393774,0.01274136767032533,0.8217783480317749,0.8661091184590121,0.013958350788835202,0.8507084899508641,0.054910414864397364,0.19367137558817923,-1.5592292506028116e-05,1.5592292506028116e-05,0.0,0.0,4.690110271354797e-05,4.690110271354797e-05,-0.0027413676703253297,0.0027413676703253297,-8.371467457346515e-05,8.371467457346515e-05,0.0,0.0,-0.014168504072710725,0.014168504072710725,-0.006303026516770283,0.006303026516770283,2.0293579651786535e-06,1007.0,0.6417393357769215,2.0120425940820166e-06,89.83961960667676,local,2.263245161875311e-09,7.634631458076819e-11,0.9662668826750046,False,0.18708286933869706,2.301400680332355e-06,True,0.0316227766016838,-0.01888140893135847,False
8,0.18333333333333335,0.01,transmission,0.0,s,110.0,7.014568457639243e-11,1.0588537379280904e-09,3.254003285075309e-05,2.0325272712059865e-06,3.268125911713773e-05,7.327452759909973e-06,0.957271897124942,0.5116231949601785,0.0366447672778795,50.0,10.0,525.0,11.7,0.18333333333333335,0.01,0.8154753215150046,0.8660254037844386,49.99994871824737,10.00004484639048,525.0,11.7,0.18708529005707486,0.01124789412729404,0.8190736444654764,0.8656708911391741,0.013114796491090836,0.8507079473930916,0.05498708508582778,0.19431090741023552,5.1281752632803546e-05,5.1281752632803546e-05,0.0,0.0,-4.4846390480302034e-05,4.4846390480302034e-05,-0.0012478941272940393,0.0012478941272940393,0.0003545126452645375,0.0003545126452645375,0.0,0.0,-0.003751956723741512,0.003751956723741512,-0.0035983229504717995,0.0035983229504717995,2.029359267873777e-06,1008.0,0.6417397477252902,2.02585222847092e-06,89.78021461481659,local,2.3445443230377878e-09,7.014568457639243e-11,0.9700813143572795,False,0.18708286933869706,2.420718377804665e-06,True,0.0316227766016838,-0.02037488247438976,False
9,0.19375,0.01,transmission,0.0,s,110.0,7.36546515813849e-11,9.828494314373691e-10,3.135042952556423e-05,1.958225794418167e-06,3.1507715951975726e-05,6.271996281969e-06,0.9576492558835162,0.513284727656338,0.026866075341876437,50.0,10.0,525.0,11.7,0.19375,0.01,0.8154753215150046,0.8660254037844386,50.00007537799336,9.999837340361408,525.0,11.7,0.18709031015850255,0.009229419534487084,0.8147692563955429,0.8651477713093526,0.011879750322009455,0.8506851207689996,0.055115480331791804,0.19533744289270408,-7.537799336176931e-05,7.537799336176931e-05,0.0,0.0,0.00016265963859218857,0.00016265963859218857,0.0007705804655129163,0.0007705804655129163,0.0008776324750859876,0.0008776324750859876,0.0,0.0,0.0066596898414974515,0.0066596898414974515,0.0007060651194616963,0.0007060651194616963,2.02936049415852e-06,1009.0,0.6417401355105751,1.9599904577661844e-06,90.06729723255896,local,2.5253698390358106e-09,7.36546515813849e-11,0.9708341129117523,False,0.18708286933869706,7.440819805498711e-06,True,0.0316227766016838,-0.022393357067196716,False
