time_ps,trace
2.654999999999999,9.898486994829199e-06
2.685,9.879476801831285e-06
2.715,9.870003622043326e-06
2.744999999999999,9.910705280796867e-06
2.774999999999999,9.985242778406535e-06
2.804999999999999,1.000952348707488e-05
2.835,9.935789300758097e-06
2.865,9.83399319266452e-06
2.894999999999999,9.831796751576654e-06
2.924999999999999,9.959144498712419e-06
2.955,1.009376690312633e-05
2.984999999999999,1.010145183384437e-05
3.015,9.978747145778163e-06
3.044999999999999,9.852640322906041e-06
3.074999999999999,9.835797627847277e-06
3.105,9.934691240446528e-06
3.134999999999999,1.005496203279784e-05
3.165,1.010163910624425e-05
3.194999999999999,1.005996856738228e-05
3.225,9.975139601997549e-06
3.254999999999999,9.920301851619581e-06
3.284999999999999,9.924796886787213e-06
3.315,9.971245031956498e-06
3.345,1.001869079971275e-05
3.375,1.004150047866543e-05
3.404999999999999,1.003381809217933e-05
3.435,1.000863128116756e-05
3.464999999999999,9.985459088464716e-06
3.495,9.975646874212409e-06
3.524999999999999,9.980017943832431e-06
3.554999999999999,9.991070271142769e-06
3.585,1.000247845184491e-05
3.614999999999999,1.00037082246581e-05
3.644999999999999,9.999276940386717e-06
3.674999999999999,9.993572343831169e-06
3.704999999999999,9.987386049727954e-06
3.734999999999999,9.981655488117903e-06
3.764999999999999,9.977405430702041e-06
3.795,9.977946350963849e-06
3.825,9.975607835657616e-06
3.854999999999999,9.973451162982161e-06
3.885,9.969400385591639e-06
3.915,9.963969954431794e-06
3.944999999999999,9.959140710931844e-06
3.975,9.954216222962961e-06
4.004999999999999,9.948054527953674e-06
4.034999999999999,9.942438820141586e-06
4.065,9.936476311148768e-06
4.095,9.929974428356906e-06
4.124999999999999,9.925550907714008e-06
4.154999999999999,9.91828829396135e-06
4.185,9.910985107840494e-06
4.214999999999999,9.903353824232146e-06
4.244999999999999,9.896156294443946e-06
4.274999999999999,9.888178288205716e-06
4.304999999999999,9.881184982710647e-06
4.335,9.872655615893568e-06
4.364999999999999,9.862298263771618e-06
4.395,9.85469891476753e-06
4.425,9.846584301584095e-06
4.454999999999999,9.835695207238252e-06
4.484999999999999,9.826306266484094e-06
4.515,9.816331369285348e-06
4.544999999999999,9.806874189716984e-06
4.574999999999999,9.795687135544019e-06
4.605,9.78630049110984e-06
4.635,9.774601262113347e-06
4.664999999999999,9.762580790825658e-06
4.694999999999999,9.751066090572219e-06
4.725,9.73889360786026e-06
4.754999999999999,9.727389425852032e-06
4.784999999999999,9.714202972367082e-06
4.815,9.703023253900618e-06
4.844999999999999,9.688458729654808e-06
4.874999999999999,9.675873468238171e-06
4.904999999999999,9.661740090794262e-06
4.935,9.649946130792883e-06
4.964999999999999,9.635400473348167e-06
4.994999999999999,9.621668754132475e-06
5.024999999999999,9.606799162626158e-06
5.054999999999999,9.591516705465014e-06
5.084999999999999,9.57714007650195e-06
5.115,9.561074292042542e-06
