freq_thz,real,imag,magnitude,phase_rad
0,1.919909867811771e-13,0,1.919909867811771e-13,0
0.03255208333333306,-5.13145920702836e-14,1.854271094175208e-13,1.923964663560036e-13,1.840776945463025
0.06510416666666612,-1.66066490843089e-13,-9.95364240688722e-14,1.93611929119453e-13,-2.60163141625394
0.0976562499999992,1.416876049749779e-13,-1.348978140427336e-13,1.956343467723735e-13,-0.7608544707914959
0.1302083333333322,9.355261231554189e-14,1.750246272214322e-13,1.984583366983191e-13,1.079922474671268
0.1627604166666653,-1.971656485028936e-13,4.427502695068901e-14,2.020756565275759e-13,2.920699420134345
0.1953124999999984,1.013122318455055e-14,-2.062257855337246e-13,2.064744931031844e-13,-1.521708941582339
0.2278645833333314,2.009567626154608e-13,6.638714714372002e-14,2.116385450402846e-13,0.3190680038801853
0.2604166666666645,-1.20862027309388e-13,1.808828065587689e-13,2.175459017171141e-13,2.159844949342714
0.2929687499999976,-1.464202723922307e-13,-1.697417869700063e-13,2.241677283000076e-13,-2.282563412373981
0.3255208333333307,2.092434882293602e-13,-9.896479951708497e-14,2.314667771189793e-13,-0.441786466910938
0.3580729166666637,4.092755148730762e-14,2.358712911433377e-13,2.393957611495479e-13,1.398990478551828
0.3906249999999968,-2.467019607861298e-13,-2.429802232875419e-14,2.478956460787679e-13,-3.043417883165256
0.4231770833333298,9.245485519580097e-14,-2.396801993868905e-13,2.568939435397731e-13,-1.202640937702605
0.4557291666666629,2.138966707596989e-13,1.586365827146775e-13,2.663031189030157e-13,0.6381360077603579
0.4882812499999959,-2.175987980830523e-13,1.698157687554651e-13,2.760192606417142e-13,2.478912953223313
0.5208333333333289,-1.094173028652579e-13,-2.641567365355949e-13,2.8592119128082e-13,-1.963495408493614
0.553385416666662,2.936451451394086e-13,-3.621767425167725e-14,2.95870226944424e-13,-0.1227184630310726
0.5859374999999952,-4.485709165389383e-14,3.024019484305158e-13,3.057108062961108e-13,1.718058482431701
0.6184895833333282,-2.882249224023626e-13,-1.277613212445223e-13,3.152722015972769e-13,-2.724349879284913
0.6510416666666613,2.05779092241767e-13,-2.507425493888536e-13,3.243714859198746e-13,-0.8835729338220649
0.6835937499999943,1.916392468085229e-13,2.721068232958211e-13,3.328178543910785e-13,0.9572040116405365
0.7161458333333275,-3.205188126481346e-13,1.14683464954532e-13,3.404182815234038e-13,2.797980957103157
0.7486979166666604,-2.552575202811505e-14,-3.46044177406681e-13,3.469843465254122e-13,-1.644427404613573
0.7812499999999936,3.455697767284525e-13,6.873810238391954e-14,3.523398888963535e-13,0.196349540849371
0.8138020833333266,-1.602095519283364e-13,3.1828171495583e-13,3.563289920905995e-13,2.03712648631212
0.8463541666666595,-2.658707981964461e-13,-2.409712452701148e-13,3.588236647444608e-13,-2.405281875404882
0.8789062499999927,3.039196195376331e-13,-1.924549765516601e-13,3.597305285062691e-13,-0.5645049299421744
0.9114583333333257,1.042109952265026e-13,3.43537611775416e-13,3.589958526646994e-13,1.276272015520737
0.9440104166666589,-3.565010025597837e-13,8.751608393293191e-15,3.566084063445511e-13,3.117048960983623
0.9765624999999919,8.567476673422055e-14,-3.420328414254514e-13,3.525998160358725e-13,-1.325359400733292
1.009114583333325,3.01957065952494e-13,1.710565649869689e-13,3.470423866097338e-13,0.5154175447293147
1.041666666666658,-2.404478578702317e-13,2.404478578703468e-13,3.400446216437214e-13,2.356194490192105
1.074218749999991,-1.635164693310203e-13,-2.886469356953855e-13,3.317449159050045e-13,-2.086213871524548
1.106770833333324,3.126450028329023e-13,-7.831349637862847e-14,3.223040513419447e-13,-0.2454369260617408
1.139322916666657,-7.654340181514468e-15,3.118032510179322e-13,3.118971886198495e-13,1.595340019400877
1.17187499999999,-2.87757711165613e-13,-8.729034736443284e-14,3.00706011044468e-13,-2.847068342316053
1.204427083333323,1.545670004080149e-13,-2.440879669563445e-13,2.889115664489964e-13,-1.00629139685319
1.236979166666656,1.858124353778543e-13,2.050124298164038e-13,2.766881954841499e-13,0.8344855486097351
1.26953124999999,-2.359887561815484e-13,1.18786757490067e-13,2.641987638107307e-13,2.675262494072469
1.302083333333323,-4.908301951763801e-14,-2.467570024134506e-13,2.515912578867567e-13,-1.767145867644534
1.334635416666655,2.383491053816625e-13,1.758168626228424e-14,2.389966772322667e-13,0.0736310778181834
1.367187499999989,-7.631500770779128e-14,2.13286158274556e-13,2.265280682673986e-13,1.914408023281114
1.399739583333321,-1.75192479128554e-13,-1.233844647482558e-13,2.142804958096336e-13,-2.528000338435585
1.432291666666655,1.564045441254901e-13,-1.283578921530574e-13,2.023317323137384e-13,-0.6872233929729293
1.464843749999988,7.72971277335134e-14,1.743795260245891e-13,1.907434534981775e-13,1.153553552489645
1.497395833333321,-1.776192576309833e-13,2.634732798657975e-14,1.795627533020532e-13,2.994330497952443
1.529947916666654,2.066583821661274e-14,-1.675541897139042e-13,1.688238234369729e-13,-1.448077863764167
1.562499999999987,1.464808016742182e-13,6.067433468073498e-14,1.585496772247471e-13,0.3926990816986672
1.59505208333332,-9.151805540992845e-14,1.172695504431088e-13,1.487538299578991e-13,2.233476027161239
1.627604166666653,-8.306542878568544e-14,-1.120007653242443e-13,1.394418763950278e-13,-2.208932334555747
1.660156249999986,1.218609224005919e-13,-4.700694493501232e-14,1.306129292238956e-13,-0.3681553890928541
1.692708333333319,1.198366382205593e-14,1.216721806530631e-13,1.222609003053375e-13,1.47262155637014
1.725260416666653,-1.126917409291253e-13,-1.955387197278344e-14,1.143756197043981e-13,-2.969786805346693
1.757812499999985,4.572436496545679e-14,-9.667604713126981e-14,1.069437966430115e-13,-1.129009859884195
